Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N10.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N11.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N12.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N13.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N14.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N15.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N16.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N17.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N18.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N19.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N20.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N21.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N22.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N23.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N24.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N25.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N26.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N27.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N28.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N29.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N30.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N31.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N32.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N33.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N34.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N35.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N36.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N37.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N38.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N39.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N40.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N41.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N42.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N43.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P10.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P11.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P12.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P13.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P14.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P15.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P16.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P17.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P18.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P19.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P20.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P21.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P22.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P23.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P24.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P25.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P26.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P27.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P28.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P29.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P30.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P31.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P32.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P33.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P34.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P35.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P36.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P37.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P38.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P39.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P40.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P41.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P42.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P43.mzML
Q86TB9	Q86TB9	PATL1_HUMAN	PATL1	Protein PAT1 homolog 1		253936	298877	164125	216589	264055	180265	159505	153913	80439.2	106610	108975	63004.3	60842	36979.7	36295.4	32034.1	43315.9	58494.2	48563.6	43179.6	28380.5	30159.5	29644.2	44358.7	38164.7		39413.4	63584.8	185708	490056	206289														100267	50638.7	24864.3	27188.3	30135.3	22432.2	218566	73273.6	56277.2		18467.8	21255.8		25318.7	17390.7	17616.9		122514	191000	268779			
Q86TC9	Q86TC9	MYPN_HUMAN	MYPN	Myopalladin												12017.4																																		16112.8	4577.68	23687.7		18063	28769.2																	
Q86TE4	Q86TE4	LUZP2_HUMAN	LUZP2	Leucine zipper protein 2																19915.6	36458.9	26512.2	58646.1	31316.3	33132.8	72139.5	80742.3	64611.3	57248.8	39802.1	30150.7	54600.1																								16536.8		42012.9			67762.6		39466	96461.7	27339.4							
Q86TG7	Q86TG7	PEG10_HUMAN	PEG10	Retrotransposon-derived protein PEG10		331578	253714	223344					188358	18080.7		511360		16850.3	13298.5	102819	397817	372697	223662	172347	80937.2	75772.2	83634.9	115080	112667	155041	253062	318991	624957	340159	478025	130201	181164													32296.7		9083.67	14099.9	141882	662524	482899	298027	99628.4		55932	68089.3	261049	126803	104477	173623	270184	440526	213389	79955.7	139417	53175.4	129292
Q86TI2	Q86TI2	DPP9_HUMAN	DPP9	Dipeptidyl peptidase 9						113561	176962	76726.8		39862.8	53708.4	52256	170209	2.49255e+06	3.04167e+06	1.50264e+06	920725	636600	483740	237759	376711	337863	346860	324099	377344	365932	225555	218063	185653	232298	414595	233428	493834	219325	832100	258338	365746										125127	3.0361e+06	4.59372e+06	1.22064e+06	846705	200811	522259	296914		301100	343944	2.13321e+06	348175	202430	230083	179317	218295	359063	929414	816099	427394	405599
Q86TN4	Q86TN4	TRPT1_HUMAN	TRPT1	tRNA 2'-phosphotransferase 1															22666.8	17161	19381.4	16797.4	8734.13		16813.4	17427.9	31810.6	70452.6	182578	242813	385672	189806	98651.3	169085	113854																		27686.8	36414.1	36560.9					14572.1	37239.1	271448	206191	261488	378910	214514	113748	148114			65673.5	
Q86TP1	Q86TP1	PRUN1_HUMAN	PRUNE1	Exopolyphosphatase PRUNE1													26203.1				13133.5	30622.6	30625.8	14050.1	24747.7	14888.2	20786.8	18760.7	22409.6	9306.18																									3600.62		22551.1						7858.21									
Q86TU7	Q86TU7	SETD3_HUMAN	SETD3	Actin-histidine N-methyltransferase																					6760.65	6689.3	5301.22																																	12515.8												
Q86TX2	P49753;Q86TX2	ACOT1_HUMAN	ACOT1	Acyl-coenzyme A thioesterase 1	281988	744815	471190	376072	153179	132922		82335.6																												1.89232e+06	940331	721765	333983	162692									26831.9																			
Q86U28	Q86U28	ISCA2_HUMAN	ISCA2	Iron-sulfur cluster assembly 2 homolog, mitochondrial											21811.5	14282.2			10627.5																															32092.6		12746.4																				
Q86U42	Q86U42	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2																					20481.5	30323.5	27673.4	31516.6	15753.2	19800.8																														83179.8		204734	26178.9	37195.2	34525.3	33292.7	46094.8					
Q86U44	Q86U44	MTA70_HUMAN	METTL3	N6-adenosine-methyltransferase catalytic subunit		24942.5	51840.6	63609.6					27778.9	33152.7	38514.1	86704.3	105343	153094	73443.9	48036.8	35971.2	33949.5	39634.2	56331.9	42901.9	30950.4	30923	15784.2	14691.3	12598.1		27587.8	96375.9																	52947.5	81296.8	92778.6	64025.5	60021.2	36255.8			42390.5		24375.3	30273.6				22125.8							
Q86U70	Q86U70	LDB1_HUMAN	LDB1	LIM domain-binding protein 1														5467.92	6435.66	10970.1	39622.2	37959.4	30428.7		20794.7	15098.4	16600.7	6712.43	9149.84	7353.47																								10638.4	19716.9					22634.8	5009.68			15639.4								
Q86U86	Q86U86	PB1_HUMAN	PBRM1	Protein polybromo-1																				22516.8	7774.13	14417.7	21738.6	29222	31618.7	27266.5	35311.5	57971.5	27288.6																												9543.35		14937.7	30763	26573.6	30952.8	25864.4					
Q86UE4	Q86UE4	LYRIC_HUMAN	MTDH	Protein LYRIC														7138.78							3435.78		4995.08	9419.21	13870.4	7470.23		10245.1																															19940			15439.6		63599.7				
Q86UE8	Q86UE8;Q9UKI8	TLK2_HUMAN	TLK2	Serine/threonine-protein kinase tousled-like 2		63437.4									33463.4	50447.7	15996.1	25223.4	66759.6	201601	190629	86222.8	58144.8	54475.7	30775.2	23009.5	28557.9	27860.2	26996.1	34983.4	23632.7	38559.5	29772.8	32186	64067.4		112857													14040.4	24328.7	34383.8	51577.3	145383	152184	63753.5	44019.9	21046.2		29511.3	20180.8		26013.9	22157.1	25199.8					162645	38472.5	
Q86UK7	Q86UK7	ZN598_HUMAN	ZNF598	E3 ubiquitin-protein ligase ZNF598							33616.8					3635.51	17081.2	14816.6	13649.8		11022.7	14521.2	7610.29	8874.39	8683.84	22450.3		7204.02	1986.85																							16021.3	13558.1	7272.54	9745.03																	
Q86UL8	Q86UL8	MAGI2_HUMAN	MAGI2	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2			43471.3	42577.7	65395		34945.5		37829.7	96049.9	125790	73398.3	82682.6	49718.6	78892.1	101212	101662	81485.2	119566	50164.7	139361	108020	111464	88799	102447	68480.7	56230.9	79889.1	71673.9																60180.4	86902.4	58890.1	54218.9	73231.1	55021.7	71113.3		34632.9	84213.6		165726	82055.2		88923.2	74622.2	87569.1	82758.3	95264.5					
Q86UN2	Q86UN2	R4RL1_HUMAN	RTN4RL1	Reticulon-4 receptor-like 1			61629.3					55034.8		28116.6	19995	18001	11775.4	12762.1	10908.6	16105.8	12480.8	10743.1	7915.96	5599.79	4802.01	7468.41	12188.9	19387.8	16899.6	21249.7	15596.8	32254.8														31494.9	35494.6	34459.3	18858.3	29838.7	11872.6	25091.5	16313.3	21049.7	22852.7						6724.28		27839.3	36328	26030.6	30256.5						
Q86UP2	Q86UP2	KTN1_HUMAN	KTN1	Kinectin													16913.2				13551.2	38660.2	92401.1	76862.3	76860.2	61939.8	57196.9	54093.8	54912.8	53937.4	59607.8	51894.5	45644.5																	8800.62				16438.7	34603.2		39753.5	44528.6		51398.1	51172.1		74977.4	68434	71104	59146.2						
Q86US8	Q86US8	EST1A_HUMAN	SMG6	Telomerase-binding protein EST1A										11630.9	13576.3	13167.2	13529.5	22375.1	27964.9	37826.9	20806.1	21113.7	13362.7	25955	12385.1	29562	48029.5	91016.4	62889.6	36237.4	24764.9	54386.2	100094	95708	40638.9	39164.5														14513.1		22777.4	20979.9	19188.5	18384.5					20922.3	29364.9		65742.9	54174.1	50207.9	48593.6	73691.6	79830.6				
Q86UU0	Q86UU0	BCL9L_HUMAN	BCL9L	B-cell CLL/lymphoma 9-like protein	424968	334926	186516	154627	306983	124519	342039	281566	159225	84462.8	66706.3	50862.2	50808.5	61897.5	49026.7	69547.4	69117.9	75223.8	59237.8	56281.3	27361.6	18115.4	20607	10347.9	25979.4	13825.3	19820.9		69792.6			172796	137192									76296.7		110724		18854.2	52779.2	28942.6	31444.6	53890.1	51878.2	42185.8	30559				11609.2		128458		11210.2						92338.3	
Q86UU1	Q86UU1	PHLB1_HUMAN	PHLDB1	Pleckstrin homology-like domain family B member 1															9381.25	5174.01	12074.1	12545.5	20301.4	13639.3	8905.85	9564.69	8162.05					12757.7																					10404.7	7705.17	9633.65										22062.4	12103.7						
Q86UW9	Q86UW9	DTX2_HUMAN	DTX2	Probable E3 ubiquitin-protein ligase DTX2										10884.8		23866.9	25913.9	17750.7	11206.9	4133.99		31363.3			35343.2	19724.1	14999																							16424.6	13984.2	14551.1	10009.9		18898.9																	
Q86UY6	Q86UY6	NAA40_HUMAN	NAA40	N-alpha-acetyltransferase 40										27042.3	28689.1	24728.7	16668.2	15987.8	13004	17560.6	20280.6	22389.1	31224.3	17200.5	26259.6	29913	45569.4	54684.1	80612.5	83111.8	346007	515299	171019	136776	75716.8													34965.3		38538.9		9994.09	22124.7	23324.8	35890.7					27605.4	33690.6		107556	120967	358455	591113	155582	51628.2			157072	
Q86UY8	Q86UY8	NT5D3_HUMAN	NT5DC3	5'-nucleotidase domain-containing protein 3														25176.7	65050.5	443801	630401	350784	157789	56862.6	56816.9	36913.9	34744.2	41838.7	45529.5	37791.3	36111.4		165214				186547															23777.7	54069.9	163290	346184	68625.4	156112	89218.8		46160	45779.1		44730.6	21151.9	20081.5	165554	156300			130703		
Q86V48	Q86V48	LUZP1_HUMAN	LUZP1	Leucine zipper protein 1		169977	226448	207463	202948	212347	94438.2	153624	57286.3	65442.9	112156	122104	151669	212707	140337	110621	72053.8	64934.4	97695.4	181329	127482	108190	71698.4	47135.7	74135.7	36408.3	76416.8	101033	122675	95226			140561			1.2764e+06		61609.6				59199		232161	69843.5	144125	138661	173032	138182	116785	82054.5	99316.8	108660	137441		135286	82733	991820	49316.6	94769.6	73951	109741	155252	155698		584215		
Q86V81	Q86V81	THOC4_HUMAN	ALYREF	THO complex subunit 4												23071.4	8582.75						58793.3	39468.8	3098.98		6689.79	27072.9	13543.5	28203	74172	56682.8	46656.5		62337.8																									3933.39	13354.4			25064.6	50302.3	65973.6	18205.8	43325.1				
Q86VH2	Q86VH2	KIF27_HUMAN	KIF27	Kinesin-like protein KIF27									179647	441217	226615	105407	36624.9	21501.4	8664.19												11530.1																103763	169784	225813	94174.6	49142.7		13938.9																			
Q86VN1	Q86VN1	VPS36_HUMAN	VPS36	Vacuolar protein-sorting-associated protein 36																		29438.5	86188.5																				251720													55357		48488.6														
Q86VP1	Q86VP1	TAXB1_HUMAN	TAX1BP1	Tax1-binding protein 1									137558	109740	94883.4	61334.7	17241.5	20362.9	25095	19893.9	16015.4	9582.9	12062	18940.2	28164.9	33024.3	49846.1	66993.1	85730.1	91009.8	107428	118774	45729.9																	53936.6		36078.7	31686.5	13399	16413.8					26837.4	31868.2		60401.8	58513.3	92969.1	53877	39537.1					
Q86VP3	Q86VP3	PACS2_HUMAN	PACS2	Phosphofurin acidic cluster sorting protein 2															6011.25	5551.08	5270.73	12367.1					4848.85	3479.09	11191.8	15961.3																									3818.92										8963.63							
Q86VQ1	Q86VQ1	GLCI1_HUMAN	GLCCI1	Glucocorticoid-induced transcript 1 protein											8010.54				7964.56	8302	13432.7	15816.8	26682.3	36648.5	13296.9	10943.5	10725.1	8749.25				11372.4																				11128.4	7298.88	24633.8	22782.3	23742.7		11706.8		13567.1				18539.6		23572	42533.4					
Q86W34	Q86W34	AMZ2_HUMAN	AMZ2	Archaemetzincin-2				65685.7			64784.6	55878.6					5429.67	20260.5	23766.8	40998.2	132017	252762	1.07664e+06	1.04099e+06	1.28335e+06	453338	282193	217014	245641	222170	112957	120283	287420	110865	116938		273144	157669													23095.5	17212.9	23200.2	23347.3	69766.5	55166.9	613399	2.36983e+06	6.42751e+07	529973	322983	793506	162279	76371.2	92307.1	147877	303708	89016.8	136984	100574	211663	123045
Q86W42	Q86W42	THOC6_HUMAN	THOC6	THO complex subunit 6 homolog								49012.9	39116.6	33054.2	36396.7	44001.9	31952.8	25724.2	22664.8	23582.4	26108.7	23046.1	35049.8	78545.3	54341.7	93765.3	117338	155825	137038	146360	87721.5	47545.2	154010				248935										46358.4	13966.5		36638.6	30702.7	28537.9	29065.9	15814.5	20837		13721.7	31053.2		78341.2	118354	801025	166579	83852.2	73376.7	34746.1		61022.2		89813.8	148445	
Q86W56	Q86W56	PARG_HUMAN	PARG	Poly(ADP-ribose) glycohydrolase																					18091.7	20596.6	24499.7	11988.6	26211.4	15116.5																														30870.3	28168.6		17461.7									
Q86W92	Q86W92	LIPB1_HUMAN	PPFIBP1	Liprin-beta-1															8523.99		14242	11336.1	12452.5		7724.02	4264.66	1944.56																																													
Q86WA6	Q86WA6	BPHL_HUMAN	BPHL	Valacyclovir hydrolase												11888.7			18829.8	40575.4	12119.2				8556.46																									25800.2			22973.8	48891.2	23420.4																	
Q86WP2	Q86WP2	GPBP1_HUMAN	GPBP1	Vasculin		53133.1	45453.9	93552.3	111555						6876.68			24334.9		15693.3	8713.71	8981.84		17625.7	9233.97	10883.9	12134	8063.53	12691.9		24030.5	22655.6	26725	54292.5																		212086												16725.4	11624.3	23117.5	20278.7					
Q86WQ0	Q86WQ0	NR2CA_HUMAN	NR2C2AP	Nuclear receptor 2C2-associated protein												18118	12211.9	10732	5883.63							4906.26											47699.7													24754		10016.3	7555.79	8655.1	2943.76																	
Q86WU2	Q86WU2	LDHD_HUMAN	LDHD	Probable D-lactate dehydrogenase, mitochondrial																12924.8	73217.9	362794	364359	140975	151018	105964	77508.3	65653.8	59278.2	65302.1	55785.6	59058.7	48332.1		46048.3			59331.5												18858.4				21851.1	55848.9	185806	471987	400637		206895	136656	1.16659e+06	91611.3	87465.5	87871.3	61503.1	61242.3	139578				
Q86WV5	Q86WV5	TEN1L_HUMAN	TEN1	CST complex subunit TEN1													19944.4	6014.78	6404.89																																	9203.07																				
Q86X10	Q86X10	RLGPB_HUMAN	RALGAPB	Ral GTPase-activating protein subunit beta																	79107.7	43752.8			63603.2	123490	192268	178905	164957	158613	59288.9	96084.1	325266																			127637								117093	148262		205993	191497	112866	87656.9						
Q86X27	Q86X27	RGPS2_HUMAN	RALGPS2	Ras-specific guanine nucleotide-releasing factor RalGPS2												6628	12488.8	14049.3	18627.9	9784.23	6621.63	8192.19	7675.29	35185.4	18600.5	19245.1	41704.4	29521.8	18035.9	16728.9																					9486.67	10993.3	12617.4	7094.74	6516.09					27968.7	19850.1		15443.3	23362.5								
Q86X29	Q86X29	LSR_HUMAN	LSR	Lipolysis-stimulated lipoprotein receptor	1.40628e+07	685868	1.38354e+06	641180	683501	871190	979254	766660	820660	723605	632439	659552	547308	558776	969149	1.28968e+06	1.25314e+06	892355	762305	736992	242246	222761	192360	204715	214705	202053	128892	109927	227705	243854	308980	764277	613361	3.55602e+06	1.38741e+07		5.59969e+06	7.90978e+06	7.59822e+06	7.79423e+06	4.15978e+06	1.93547e+06	895954	472412	284616	464032	525381	608073	924351	822589	816874	564031	277893			211169	243084		258746	302339	143228	157861	259505	356285	635395	1.18383e+06	2.46554e+06	5.66834e+06
Q86X40	Q86X40	LRC28_HUMAN	LRRC28	Leucine-rich repeat-containing protein 28														12160.8	32735.1	11441.1	20602.4	9955.64					3256.82																									17937.9	30381.5	25716.1	9158.91																	
Q86X55	Q86X55	CARM1_HUMAN	CARM1	Histone-arginine methyltransferase CARM1		392060	118232		58965.7	43659.9		185933	470674	1.111e+06	1.67991e+06	1.14423e+06	1.00369e+06	743544	451987	414218	277348	222124	132172	137013	154009	124536	134610	115355	162931	122803	95607.9	101736	111948	949441	38225.6	529665	1.462e+06	662808		133475				452100			143758	258252	1.11127e+06	1.22759e+06	796149	528527	455648	268509	198442	88899	128396	140468		136011	78625.3		94812.8	86718.8	119804	81901.4	113017	48345.8	142310	503163	2.83596e+06	3.31096e+06
Q86X76	Q86X76	NIT1_HUMAN	NIT1	Deaminated glutathione amidase		101091	48021.2	64535.1		36582.7	65872.2	104537	64654	218078	311417	208334	82563.5	42103.9	32461.3	21238.2	16567.6	11013.8	21434.7	22987.7	4725.86	7981.62	6151.96		6895.37	8484.32				26945.5								101290				70490.9	100703	134045	201349	319330	111291	59017.4	34862.4	19261.6	25232.6					15382.2	20221.5			20565.6	9069.95		26612.6					
Q86X95	Q86X95	CIR1_HUMAN	CIR1	Corepressor interacting with RBPJ 1			59451.2	69135.3	64670.1	58783.8	42466.2	40311.1	37871.9	25656.1	31311.2	26470.6	22578.1	27310.2	19635.3	15833.9	25153.3	26198.5	7721.2	25145.2	9642.88	10407.8	5422.34	7813.9	5117.52		6889.51	13307.4		34504.7	159109																12518.4	20935.5	20993.2	30692.1	14537.1												24216.6		324197			
Q86XJ1	Q86XJ1	GA2L3_HUMAN	GAS2L3	GAS2-like protein 3														4643.18				4933.7		20479.1		6519.38	9010.17	14565.1	16133.5	15333	16497.4	21608.8																															25602.8		14557.3							
Q86XK2	Q86XK2	FBX11_HUMAN	FBXO11	F-box only protein 11																											25654	16882.2																																	10135.9	8061.42						
Q86XL3	Q86XL3	ANKL2_HUMAN	ANKLE2	Ankyrin repeat and LEM domain-containing protein 2												17189.6			5106.61	7609.48	12330.4	15199.5																																23762.5																		
Q86XP3	Q86XP3	DDX42_HUMAN	DDX42	ATP-dependent RNA helicase DDX42	908572	231759	509235	586412	808293	1.18567e+06	861105	992388	362610	188858	291104	225901	339157	195854	210184	172189	218227	412147	670033	1.1993e+06	1.17002e+06	2.19065e+06	7.0431e+06	8.5008e+06	5.89771e+06	3.92829e+06	2.57969e+06	1.80179e+06	1.49754e+06	1.09395e+06	2.37419e+06	1.37435e+06	1.17709e+06	1.755e+06				472883	1.20505e+06	1.47341e+06	281513	418692	176230	245092	97014.8	196903	229795	142059	141800	150693	175633	311969	410078	659377		1.77159e+06	5.33094e+06	8.84929e+06	6.47665e+06	4.86478e+06	2.64785e+06	1.47627e+06	1.25155e+06	1.17682e+06	1.91379e+06	1.34692e+06	710241	1.17801e+06
Q86XX4	Q86XX4	FRAS1_HUMAN	FRAS1	Extracellular matrix organizing protein FRAS1											8153.68	14306.5	8501.58	5919.65	4046.71	2913.8																														33586.7		16474.1	3064.52																			
Q86XZ4	Q86XZ4	SPAS2_HUMAN	SPATS2	Spermatogenesis-associated serine-rich protein 2												17673.1	17498.8	15646.4	23855.6	20694.7	33183.8	18599.7	20103	50633.2	16456	17170.7	28440.1	36999.4	33886.7	36082.9	59605.5	144236	56627.5																				7634.02	10880.2		41331.6				20547.8	34488.1		20755.1	20612.7	50107.4	102067	52098.7					
Q86Y07	Q86Y07	VRK2_HUMAN	VRK2	Serine/threonine-protein kinase VRK2																							12981.7	21284.8	28010.8	10505.6																																	13173.3									
Q86Y46	Q86Y46	K2C73_HUMAN	KRT73	Keratin, type II cytoskeletal 73		320078				234238				17948.9								16414.8	30018.1				42874.3	38085					19239.7		41798.3								429352										19210.4							80434.7	33110.7		95754.1									
Q86YH6	Q86YH6	DLP1_HUMAN	PDSS2	All trans-polyprenyl-diphosphate synthase PDSS2															18228.1		40064.4	35064.7	20502.7	43248.3	10636	5106.53	11737.5		11550.4																									39917.7	36440.7					10437.3	7215.27											
Q86YM7	Q86YM7	HOME1_HUMAN	HOMER1	Homer protein homolog 1													49682.3	37685.3	36578	21906.2	26311.6	17735.5	64875.8	123424	236051	149041	106020	69061	61248	51122.4	37706.1	38388.1	76444.3		139671																	33436.2	43575.3	25318.7	30411		52389.4	160134	7.77102e+07	132656	75653.5		62542.9	48535.7	57845.2	33552.1	36786.1					
Q86YP4	Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha		66863.1	65132.6					53383.2	15864.8	32962	12428.3	12990.4	17278	7655.42			19557							6094.55	14148.3	34787.8	52279.5	50636.4	58565																	33097.9		11825												42282.2	53226.2	53290.8	48542.6					
Q86YS7	Q86YS7	C2CD5_HUMAN	C2CD5	C2 domain-containing protein 5																		5500.8			8520.12	9076.59	8044.06	10002.6	10784.2	10493.8	12698	18638.5	39566.2																																3150.34		50507.8	35089.4				
Q86YZ3	Q86YZ3	HORN_HUMAN	HRNR	Hornerin	5.53055e+06	399820	79137.1	101094	98402.1	224380	71213.5	161446	110852	44412.2	37127.2	25174.3	15088.6	35836.6	27784	118940	21256.4	10828.3	16662.4	12332.9	10693.2	9793.71	70871.2	23396.7	53437.6	19592.8	63429.4					140562	499663	570811	1.30894e+06		138648	346419	656485	507385	600169	269247	116641		302756	41159.3	61147.5	24359.1	28005.1	35844.3	40580.7		29462.6						80781.1	29567.2							469369	565782
Q86Z02	Q86Z02	HIPK1_HUMAN	HIPK1	Homeodomain-interacting protein kinase 1										39782.5	35850.5	69512.8	67830.3	74878.5	35979.1	32557.4	14165.7				7601.28																									61776.1	50751.1	65407.8	43318.1	22847.9	104020																	
Q8IU81	Q8IU81	I2BP1_HUMAN	IRF2BP1	Interferon regulatory factor 2-binding protein 1			75994.7		113350	171138						22838.5	14743.8	17536.9	7144.44	7981.92	15288.7	11571.4	10993.8		5138.09		11864.2	11660.5	7762.24				14109.1																	17009.5			5739.84	21404.5	16347.5																	
Q8IUD2	Q8IUD2	RB6I2_HUMAN	ERC1	ELKS/Rab6-interacting/CAST family member 1												38112.8	44379.5				33687.4	22052.5	25022.3	39382.1	25748.4	52362.1	110214	140318	144194	162096	144117	107562	59686.6	150835	132265		98653.9																36344		28915.4					42045.7	79305.9	290591	151111	181452	151339	84366	80111.2	161755				
Q8IUF8	Q8IUF8	RIOX2_HUMAN	RIOX2	Ribosomal oxygenase 2																						23020.6	22345	33611.3	51543.2	38205.9	15917.1	28297.3	27959.2																												12647.3		39260.8	25439.1	13675.7							
Q8IUI8	Q8IUI8	CRLF3_HUMAN	CRLF3	Cytokine receptor-like factor 3																	5791.07	11110.9	32716.6		6404.03	6749.38																													4139.86																	
Q8IUR0	Q8IUR0	TPPC5_HUMAN	TRAPPC5	Trafficking protein particle complex subunit 5												41458	50594.3	23005.9	12638.3	12588.4	24101	42621.4	40784.4	39678.3	36365.8	31980.3	23229.2	32378.3	34806.3	34118.3	19436.1	24599.7																		32625.6	25891	26893.1	11798	7553.01	15914.8	36552.7	52976.4	84182.8		40594.3	18228.9		27804	37422.2	26292.9	12810.7						
Q8IUW5	Q8IUW5	RELL1_HUMAN	RELL1	RELT-like protein 1															10653		15178.6	8380.09	18458.6	34971.6	14409.6	17670.2	29438.5	27698	30724.7	32336.7	21615.7	69987.4	51840.3	38164.2																					8826.73						6515.19			29236.7	26337.5	58177.4	46981.2					
Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	418846	2.35743e+06	1.4907e+06	1.40006e+06	1.43765e+06	1.62544e+06	2.12334e+06	1.48004e+06	2.91204e+06	6.03542e+06	6.87784e+06	3.45932e+06	3.35632e+06	2.50506e+06	919806	622820	423597	266599	95096.8	73304.5	99649.2	68394.3	72165.9	72134.9	76924.2	82984.4	82905.6	73688.9	117099	141954	193716	69931.4	245928	411183		3.33237e+06	2.75496e+06	3.1333e+06	2.9612e+06	2.55404e+06	3.56558e+06	2.46104e+06	3.54151e+06	4.62772e+06	4.62697e+06	4.80186e+06	2.46333e+06	2.05582e+06	827691	288611	233072	75501.1	62091.8	94487.5		93691.4	51720.6	1.22844e+06	59574.1	81840.2	106576	110905	209675	199045	745712	172775	213505	227603
Q8IV36	Q8IV36	HID1_HUMAN	HID1	Protein HID1			43629.5				118131										5623.54	5288.58	26007.7	81911.8	179468	162534	115093	73465	61210.9	51327	49901.2	30721.8	59299.3																					50801.6				41522.3		84898.6	60477.4		36921	36568.2	18804.8		64737.1					
